
 Intel(r) Performance Counter Monitor V2.1 (2012-05-31 14:40:57 +0200 ID=2d18fd5)

 Copyright (c) 2009-2012 Intel Corporation

Num (logical) cores: 3
Num sockets: 2
Threads per core: 1
Core PMU (perfmon) version: 3
Number of core PMU generic (programmable) counters: 8
Width of generic (programmable) counters: 48 bits
Number of core PMU fixed counters: 3
Width of fixed counters: 48 bits
Nominal core frequency: 2300000000 Hz
Number of PCM instances: 3

Detected processor(s) with Intel(r) microarchitecture codename Sandy Bridge-EP/Jaketown

System;;;;;;;;;;;;;;;;;;;;;;;;System Core C-States;;;;System Pack C-States;;;;;;Socket0;;;;;;;;;;;;;Socket1;;;;;;;;;;;;;SKT0dataIn;;SKT0dataIn (percent);;SKT1dataIn;;SKT1dataIn (percent);;SKT0trafficOut;;SKT0trafficOut (percent);;SKT1trafficOut;;SKT1trafficOut (percent);;SKT0 Core C-State;;;;SKT0 Package C-State;;;;SKT1 Core C-State;;;;SKT1 Package C-State;;;;Proc Energy (Joules);;DRAM Energy (Joules);;Core0 (Socket 0);;;;;;;;;;;;;;;Core1 (Socket 1);;;;;;;;;;;;;;;Core2 (Socket 0);;;;;;;;;;;;;;;
Date;Time;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;INST;ACYC;TIME(ticks);PhysIPC;PhysIPC%;INSTnom;INSTnom%;TotalQPIin;QPItoMC;TotalQPIout;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;Proc Energy (Joules);DRAM Energy (Joules);EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;TEMP;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;TEMP;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;SKT0;SKT1;SKT0;SKT1;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;
2017-5-4;10:6:53;0.417;1.22;0.34;1;31.2;31.9;0.023;0.167;2.5;0.0116;0;0;2.74e+03;2.24e+03;2.19e+03;1.22;30.6;0.417;10.4;0;-nan;0;34;0;0;0;0;0;0;0;54.4;7.12;0.00647;0.598;0.0108;1;0.0178;0.0792;0.776;0.618;0.0673;0.0513;0;0;48;1.24;1.24;1;1;31.1;31.8;0.0211;0.165;2.56;0.0107;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.08;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.6;2.78 ;4.33 ;0.0103;0.589;0.0176;1;0.00914;0.0639;0.857;0.631;0.0427;0.0538;1.76;0;0;0;48;2300000;1.24;1.24;1;1;31.1;31.8;0.0211;0.165;2.56;0.0107;100;0;0;0;53;2300000;0.00261;0.639;0.00408;1;0.00857;0.0152;0.436;0.553;0.172;0.0406;0.408;0;0;0;56;2300000;
2017-5-4;10:6:54;0.415;1.22;0.34;1;24.1;24.6;0.0196;0.16;1.94;0.00766;0;0;2.73e+03;2.24e+03;2.19e+03;1.22;30.6;0.415;10.4;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.78;0.00609;0.603;0.0101;1;0.0141;0.0734;0.808;0.624;0.0571;0.0529;0;0;48;1.23;1.23;1;1;24.1;24.5;0.0173;0.156;1.98;0.00675;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.01;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;4.01 ;0.01;0.591;0.0169;1;0.00825;0.0618;0.867;0.632;0.0399;0.0543;1.69;0;0;0;48;2300000;1.23;1.23;1;1;24.1;24.5;0.0173;0.156;1.98;0.00675;100;0;0;0;53;2300000;0.00216;0.665;0.00325;1;0.00582;0.0116;0.497;0.571;0.147;0.046;0.325;0;0;0;55;2300000;
2017-5-4;10:6:55;0.398;1.17;0.34;1;23.6;24.1;0.022;0.137;1.89;0.00843;0;0;2.62e+03;2.24e+03;2.19e+03;1.17;29.2;0.398;9.95;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.79;0.00636;0.591;0.0108;1;0.0177;0.0855;0.793;0.599;0.0674;0.0563;0;0;47;1.18;1.18;1;1;23.6;24;0.0193;0.134;1.93;0.0074;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.08;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;4.02 ;0.00919;0.584;0.0157;1;0.00864;0.0574;0.85;0.63;0.045;0.0539;1.57;0;0;0;47;2300000;1.18;1.18;1;1;23.6;24;0.0193;0.134;1.93;0.0074;100;0;0;0;54;2300000;0.00353;0.61;0.00579;1;0.00905;0.028;0.677;0.515;0.128;0.063;0.579;0;0;0;56;2300000;
2017-5-4;10:6:56;0.389;1.15;0.34;1;24.1;24.7;0.0242;0.153;1.94;0.00946;0;0;2.56e+03;2.24e+03;2.19e+03;1.15;28.6;0.389;9.73;0;-nan;0;34;0;0;0;0;0;0;0;53.9;6.72;0.00601;0.592;0.0102;1;0.013;0.126;0.897;0.487;0.0525;0.0941;0;0;48;1.16;1.16;1;1;24.1;24.5;0.0198;0.15;1.97;0.00774;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.02;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.1;2.77 ;3.96 ;0.00143;0.613;0.00233;1;0.00401;0.00762;0.474;0.593;0.141;0.0478;0.233;0;0;0;48;2300000;1.16;1.16;1;1;24.1;24.5;0.0198;0.15;1.97;0.00774;100;0;0;0;53;2300000;0.0106;0.59;0.018;1;0.00899;0.118;0.924;0.479;0.041;0.1;1.8;0;0;0;55;2300000;
2017-5-4;10:6:57;0.403;1.18;0.34;1;23.5;24.1;0.024;0.158;1.89;0.00918;0;0;2.65e+03;2.24e+03;2.19e+03;1.18;29.6;0.403;10.1;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.76;0.00633;0.59;0.0107;1;0.0155;0.13;0.881;0.49;0.0594;0.0911;0;0;48;1.2;1.2;1;1;23.5;24;0.0194;0.155;1.93;0.00742;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.07;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.98 ;0.00194;0.585;0.00332;1;0.00671;0.0114;0.411;0.579;0.166;0.0401;0.332;0;0;0;48;2300000;1.2;1.2;1;1;23.5;24;0.0194;0.155;1.93;0.00742;100;0;0;0;53;2300000;0.0107;0.59;0.0181;1;0.00881;0.119;0.926;0.48;0.0399;0.1;1.81;0;0;0;56;2300000;
2017-5-4;10:6:58;0.416;1.23;0.34;1;23.5;24.1;0.0244;0.157;1.89;0.00928;0;0;2.74e+03;2.24e+03;2.19e+03;1.23;30.6;0.416;10.4;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.73;0.00603;0.596;0.0101;1;0.0121;0.124;0.902;0.493;0.0493;0.0939;0;0;47;1.24;1.24;1;1;23.5;23.9;0.0198;0.154;1.93;0.00757;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.01;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.76 ;3.96 ;0.00141;0.617;0.00229;1;0.00378;0.00731;0.483;0.612;0.136;0.0482;0.229;0;0;0;47;2300000;1.24;1.24;1;1;23.5;23.9;0.0198;0.154;1.93;0.00757;100;0;0;0;53;2300000;0.0106;0.594;0.0179;1;0.00835;0.117;0.928;0.483;0.0382;0.0998;1.79;0;0;0;56;2300000;
2017-5-4;10:6:59;0.41;1.21;0.34;1;23.7;24.3;0.0239;0.143;1.91;0.00921;0;0;2.7e+03;2.24e+03;2.19e+03;1.21;30.2;0.41;10.3;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.73;0.00609;0.591;0.0103;1;0.0136;0.127;0.893;0.488;0.0541;0.0937;0;0;48;1.22;1.22;1;1;23.7;24.2;0.0194;0.14;1.95;0.00747;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.03;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.78 ;3.95 ;0.00148;0.597;0.00248;1;0.00395;0.00792;0.501;0.607;0.131;0.0471;0.248;0;0;0;48;2300000;1.22;1.22;1;1;23.7;24.2;0.0194;0.14;1.95;0.00747;100;0;0;0;54;2300000;0.0107;0.59;0.0181;1;0.00964;0.12;0.919;0.477;0.0436;0.1;1.81;0;0;0;55;2300000;
2017-5-4;10:7:0;0.418;1.23;0.34;1;23.6;24.2;0.0248;0.166;1.9;0.00949;0;0;2.75e+03;2.24e+03;2.19e+03;1.23;30.7;0.418;10.4;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.7;0.00629;0.585;0.0108;1;0.0222;0.137;0.838;0.479;0.0847;0.0908;0;0;48;1.24;1.24;1;1;23.6;24.1;0.0201;0.163;1.94;0.00774;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.08;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.93 ;0.00158;0.604;0.00261;1;0.00567;0.01;0.434;0.603;0.178;0.0487;0.261;0;0;0;48;2300000;1.24;1.24;1;1;23.6;24.1;0.0201;0.163;1.94;0.00774;100;0;0;0;52;2300000;0.011;0.583;0.0189;1;0.0165;0.127;0.87;0.466;0.0718;0.0966;1.89;0;0;0;56;2300000;
2017-5-4;10:7:1;0.414;1.22;0.34;1;23.5;24.1;0.0244;0.159;1.89;0.00931;0;0;2.72e+03;2.24e+03;2.19e+03;1.22;30.4;0.414;10.3;0;-nan;0;34;0;0;0;0;0;0;0;53.9;6.7;0.00612;0.59;0.0104;1;0.0137;0.128;0.893;0.488;0.0542;0.0936;0;0;48;1.23;1.23;1;1;23.5;24;0.0197;0.156;1.93;0.00756;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.04;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.1;2.76 ;3.94 ;0.00156;0.586;0.00266;1;0.00476;0.00934;0.491;0.591;0.147;0.0483;0.266;0;0;0;48;2300000;1.23;1.23;1;1;23.5;24;0.0197;0.156;1.93;0.00756;100;0;0;0;54;2300000;0.0107;0.59;0.0181;1;0.00897;0.119;0.925;0.478;0.0406;0.1;1.81;0;0;0;56;2300000;
2017-5-4;10:7:2;0.422;1.24;0.34;1;23.7;24.2;0.0236;0.167;1.9;0.00906;0;0;2.78e+03;2.24e+03;2.19e+03;1.24;31;0.422;10.5;0;-nan;0;34;0;0;0;0;0;0;0;53.9;6.65;0.00622;0.59;0.0105;1;0.0155;0.129;0.88;0.49;0.0603;0.0917;0;0;48;1.25;1.25;1;1;23.6;24.1;0.019;0.164;1.94;0.00731;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.05;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.1;2.77 ;3.88 ;0.00174;0.602;0.00288;1;0.00591;0.00996;0.406;0.595;0.168;0.0425;0.288;0;0;0;48;2300000;1.25;1.25;1;1;23.6;24.1;0.019;0.164;1.94;0.00732;100;0;0;0;53;2300000;0.0107;0.589;0.0181;1;0.00956;0.119;0.919;0.479;0.0433;0.0995;1.81;0;0;0;55;2300000;
2017-5-4;10:7:3;0.421;1.24;0.34;1;24;24.6;0.0236;0.161;1.93;0.00919;0;0;2.77e+03;2.24e+03;2.19e+03;1.24;31;0.421;10.5;0;-nan;0;34;0;0;0;0;0;0;0;53.9;6.69;0.00609;0.592;0.0103;1;0.0134;0.127;0.895;0.488;0.0532;0.0936;0;0;48;1.25;1.25;1;1;24;24.5;0.0191;0.158;1.97;0.00745;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.03;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.76 ;3.93 ;0.00156;0.599;0.0026;1;0.00424;0.00824;0.486;0.595;0.134;0.0462;0.26;0;0;0;47;2300000;1.25;1.25;1;1;24;24.5;0.0191;0.158;1.97;0.00745;100;0;0;0;53;2300000;0.0106;0.591;0.018;1;0.00912;0.118;0.923;0.478;0.0416;0.1;1.8;0;0;0;56;2300000;
2017-5-4;10:7:4;0.432;1.27;0.34;1;23.5;24;0.0217;0.184;1.89;0.00827;0;0;2.84e+03;2.24e+03;2.19e+03;1.27;31.8;0.432;10.8;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.66;0.00611;0.596;0.0102;1;0.014;0.0791;0.823;0.605;0.056;0.0565;0;0;49;1.28;1.28;1;1;23.5;23.9;0.0191;0.181;1.93;0.00728;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.02;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.89 ;0.00896;0.587;0.0153;1;0.00773;0.0547;0.859;0.632;0.0415;0.0531;1.53;0;0;0;49;2300000;1.28;1.28;1;1;23.5;23.9;0.0191;0.181;1.93;0.00728;100;0;0;0;53;2300000;0.00327;0.625;0.00523;1;0.00626;0.0244;0.744;0.529;0.0983;0.0662;0.523;0;0;0;56;2300000;
2017-5-4;10:7:5;0.431;1.27;0.34;1;23.9;24.4;0.0205;0.17;1.92;0.00791;0;0;2.84e+03;2.24e+03;2.19e+03;1.27;31.7;0.431;10.8;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.71;0.0061;0.598;0.0102;1;0.0131;0.0735;0.821;0.629;0.0528;0.0529;0;0;48;1.28;1.28;1;1;23.9;24.3;0.018;0.167;1.96;0.00699;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.02;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.94 ;0.0101;0.586;0.0173;1;0.00821;0.0622;0.868;0.633;0.0389;0.0533;1.73;0;0;0;48;2300000;1.28;1.28;1;1;23.9;24.3;0.018;0.167;1.96;0.00699;100;0;0;0;52;2300000;0.00205;0.665;0.00308;1;0.00493;0.0113;0.565;0.605;0.131;0.0508;0.308;0;0;0;56;2300000;
2017-5-4;10:7:6;0.403;1.18;0.34;1;23.6;24.2;0.0233;0.153;1.9;0.00894;0;0;2.65e+03;2.24e+03;2.19e+03;1.18;29.6;0.403;10.1;0;-nan;0;34;0;0;0;0;0;0;0;53.9;6.72;0.00614;0.601;0.0102;1;0.0146;0.0738;0.802;0.623;0.0588;0.0521;0;0;48;1.2;1.2;1;1;23.6;24.1;0.0209;0.15;1.94;0.00805;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.02;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.75 ;3.97 ;0.01;0.591;0.0169;1;0.00818;0.0616;0.867;0.631;0.0396;0.0541;1.69;0;0;0;48;2300000;1.2;1.2;1;1;23.6;24.1;0.0209;0.15;1.94;0.00806;100;0;0;0;53;2300000;0.00229;0.655;0.0035;1;0.00646;0.0122;0.471;0.58;0.152;0.0425;0.35;0;0;0;55;2300000;
2017-5-4;10:7:7;0.395;1.16;0.34;1;24.3;24.9;0.0245;0.156;1.95;0.00963;0;0;2.6e+03;2.24e+03;2.19e+03;1.16;29;0.395;9.87;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.75;0.00619;0.587;0.0105;1;0.0141;0.128;0.891;0.487;0.0547;0.0923;0;0;48;1.17;1.17;1;1;24.2;24.7;0.02;0.153;1.99;0.00788;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.05;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.97 ;0.00172;0.586;0.00294;1;0.00488;0.00947;0.485;0.585;0.136;0.0443;0.294;0;0;0;48;2300000;1.17;1.17;1;1;24.2;24.7;0.02;0.153;1.99;0.00788;100;0;0;0;54;2300000;0.0107;0.587;0.0182;1;0.00918;0.119;0.923;0.477;0.0415;0.1;1.82;0;0;0;56;2300000;
2017-5-4;10:7:8;0.391;1.15;0.34;1;23.9;24.6;0.0255;0.164;1.92;0.00992;0;0;2.58e+03;2.24e+03;2.19e+03;1.15;28.8;0.391;9.78;0;-nan;0;34;0;0;0;0;0;0;0;53.9;6.71;0.006;0.593;0.0101;1;0.0124;0.125;0.901;0.487;0.0502;0.0946;0;0;48;1.16;1.16;1;1;23.9;24.4;0.0211;0.161;1.96;0.00821;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.01;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.1;2.78 ;3.93 ;0.00143;0.618;0.0023;1;0.00384;0.00732;0.475;0.625;0.137;0.0471;0.23;0;0;0;48;2300000;1.16;1.16;1;1;23.9;24.4;0.0211;0.161;1.96;0.00821;100;0;0;0;54;2300000;0.0106;0.59;0.0179;1;0.00854;0.118;0.928;0.475;0.039;0.101;1.79;0;0;0;55;2300000;
2017-5-4;10:7:9;0.411;1.21;0.34;1;23.5;24;0.0235;0.166;1.89;0.00894;0;0;2.7e+03;2.24e+03;2.19e+03;1.21;30.2;0.411;10.3;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.7;0.0063;0.594;0.0106;1;0.0158;0.13;0.879;0.486;0.0608;0.0917;0;0;48;1.22;1.22;1;1;23.5;23.9;0.0188;0.163;1.93;0.00718;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.06;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.78 ;3.92 ;0.00201;0.604;0.00332;1;0.00666;0.0113;0.41;0.578;0.164;0.0396;0.332;0;0;0;48;2300000;1.22;1.22;1;1;23.5;23.9;0.0188;0.163;1.93;0.00718;100;0;0;0;53;2300000;0.0106;0.592;0.0179;1;0.00909;0.119;0.924;0.475;0.0416;0.101;1.79;0;0;0;56;2300000;
2017-5-4;10:7:10;0.406;1.19;0.34;1;23.5;24.2;0.0272;0.16;1.89;0.0104;0;0;2.67e+03;2.24e+03;2.19e+03;1.19;29.8;0.406;10.1;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.71;0.0061;0.593;0.0103;1;0.0127;0.127;0.9;0.491;0.0508;0.0941;0;0;47;1.2;1.21;1;1;23.5;24;0.0226;0.157;1.93;0.00867;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.03;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.76 ;3.94 ;0.00144;0.61;0.00236;1;0.00397;0.00781;0.491;0.609;0.138;0.0494;0.236;0;0;0;47;2300000;1.2;1.21;1;1;23.5;24;0.0226;0.157;1.93;0.00867;100;0;0;0;54;2300000;0.0108;0.591;0.0182;1;0.00876;0.119;0.926;0.481;0.0395;0.0999;1.82;0;0;0;56;2300000;
2017-5-4;10:7:11;0.393;1.16;0.34;1;23.1;23.6;0.0232;0.166;1.86;0.00869;0;0;2.59e+03;2.24e+03;2.19e+03;1.16;28.9;0.393;9.83;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.71;0.00618;0.59;0.0105;1;0.0146;0.129;0.886;0.489;0.0572;0.0925;0;0;47;1.17;1.17;1;1;23.1;23.5;0.0185;0.163;1.89;0.00694;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.05;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.94 ;0.00171;0.589;0.0029;1;0.0054;0.00964;0.44;0.589;0.153;0.0429;0.29;0;0;0;48;2300000;1.17;1.17;1;1;23.1;23.5;0.0185;0.163;1.89;0.00694;100;0;0;0;53;2300000;0.0107;0.59;0.0181;1;0.00921;0.119;0.923;0.478;0.0418;0.1;1.81;0;0;0;56;2300000;
2017-5-4;10:7:12;0.391;1.15;0.34;1;23.7;24.4;0.0261;0.164;1.91;0.0101;0;0;2.57e+03;2.24e+03;2.19e+03;1.15;28.7;0.391;9.78;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.73;0.0062;0.594;0.0104;1;0.015;0.127;0.882;0.49;0.059;0.0916;0;0;48;1.16;1.16;1;1;23.7;24.3;0.0216;0.161;1.95;0.00837;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.04;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.1;2.77 ;3.96 ;0.00179;0.611;0.00292;1;0.00586;0.00972;0.397;0.589;0.164;0.0409;0.292;0;0;0;48;2300000;1.16;1.16;1;1;23.7;24.3;0.0216;0.161;1.95;0.00837;100;0;0;0;53;2300000;0.0106;0.591;0.018;1;0.00916;0.118;0.922;0.479;0.0418;0.0999;1.8;0;0;0;56;2300000;
2017-5-4;10:7:13;0.396;1.17;0.34;1;23;23.5;0.0217;0.173;1.85;0.00808;0;0;2.61e+03;2.24e+03;2.19e+03;1.17;29.1;0.396;9.91;0;-nan;0;34;0;0;0;0;0;0;0;53.8;6.7;0.00622;0.595;0.0105;1;0.0159;0.0818;0.806;0.604;0.0621;0.0559;0;0;48;1.18;1.18;1;1;22.9;23.4;0.019;0.169;1.88;0.00708;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.05;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.93 ;0.00906;0.586;0.0155;1;0.00802;0.0549;0.854;0.637;0.0425;0.0525;1.55;0;0;0;48;2300000;1.18;1.18;1;1;22.9;23.4;0.019;0.169;1.88;0.00708;100;0;0;0;54;2300000;0.00339;0.62;0.00547;1;0.00784;0.0268;0.707;0.513;0.118;0.0656;0.547;0;0;0;56;2300000;
2017-5-4;10:7:14;0.417;1.22;0.341;1;23.8;24.3;0.0229;0.162;1.91;0.00882;0;0;2.74e+03;2.24e+03;2.19e+03;1.22;30.6;0.417;10.4;0;-nan;0;34.1;0;0;0;0;0;0;0;53.9;6.75;0.00751;0.655;0.0115;1;0.022;0.0829;0.734;0.624;0.0788;0.0478;0;0;48;1.24;1.24;1;1;23.8;24.2;0.0205;0.159;1.95;0.00793;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.15;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.1;2.77 ;3.98 ;0.0125;0.658;0.0189;1;0.0141;0.0692;0.796;0.63;0.0612;0.0499;1.89;0;0;0;48;2300000;1.24;1.24;1;1;23.8;24.2;0.0205;0.159;1.95;0.00793;100;0;0;0;53;2300000;0.00256;0.644;0.00398;1;0.00788;0.0137;0.425;0.588;0.162;0.0378;0.398;0;0;0;56;2300000;
2017-5-4;10:7:15;0.402;1.17;0.342;1;23.7;24.2;0.0215;0.16;1.89;0.00822;0;0;2.64e+03;2.25e+03;2.19e+03;1.17;29.4;0.402;10;0;-nan;0;34.2;0;0;0;0;0;0;0;53.8;6.7;0.00732;0.561;0.0131;1;0.0153;0.075;0.796;0.631;0.048;0.0414;0;0;48;1.19;1.19;1;1;23.7;24.1;0.0191;0.157;1.94;0.00735;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.31;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28;2.77 ;3.93 ;0.0121;0.546;0.0221;1;0.00758;0.0602;0.874;0.639;0.0281;0.0411;2.21;0;0;0;48;2300000;1.19;1.19;1;1;23.7;24.1;0.0191;0.157;1.94;0.00735;100;0;0;0;52;2300000;0.00257;0.646;0.00399;1;0.00771;0.0148;0.478;0.595;0.159;0.043;0.399;0;0;0;56;2300000;
