
 Intel(r) Performance Counter Monitor V2.1 (2012-05-31 14:40:57 +0200 ID=2d18fd5)

 Copyright (c) 2009-2012 Intel Corporation

Num (logical) cores: 3
Num sockets: 2
Threads per core: 1
Core PMU (perfmon) version: 3
Number of core PMU generic (programmable) counters: 8
Width of generic (programmable) counters: 48 bits
Number of core PMU fixed counters: 3
Width of fixed counters: 48 bits
Nominal core frequency: 2300000000 Hz
Number of PCM instances: 3

Detected processor(s) with Intel(r) microarchitecture codename Sandy Bridge-EP/Jaketown

System;;;;;;;;;;;;;;;;;;;;;;;;System Core C-States;;;;System Pack C-States;;;;;;Socket0;;;;;;;;;;;;;Socket1;;;;;;;;;;;;;SKT0dataIn;;SKT0dataIn (percent);;SKT1dataIn;;SKT1dataIn (percent);;SKT0trafficOut;;SKT0trafficOut (percent);;SKT1trafficOut;;SKT1trafficOut (percent);;SKT0 Core C-State;;;;SKT0 Package C-State;;;;SKT1 Core C-State;;;;SKT1 Package C-State;;;;Proc Energy (Joules);;DRAM Energy (Joules);;Core0 (Socket 0);;;;;;;;;;;;;;;Core1 (Socket 1);;;;;;;;;;;;;;;Core2 (Socket 0);;;;;;;;;;;;;;;
Date;Time;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;INST;ACYC;TIME(ticks);PhysIPC;PhysIPC%;INSTnom;INSTnom%;TotalQPIin;QPItoMC;TotalQPIout;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;Proc Energy (Joules);DRAM Energy (Joules);EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;TEMP;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;TEMP;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;SKT0;SKT1;SKT0;SKT1;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;
2017-5-4;10:2:32;0.419;1.21;0.345;1;25.7;26.2;0.0177;0.131;2.04;0.00726;0;0;2.76e+03;2.27e+03;2.19e+03;1.21;30.3;0.419;10.5;0;-nan;0;34.5;0;0;0;0;0;0;0;54.1;6.89;0.0116;0.645;0.018;1;0.0702;0.204;0.656;0.525;0.16;0.0627;0;0;47;1.23;1.23;1;1;25.7;26;0.0127;0.126;2.11;0.00526;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.8;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.3;2.77 ;4.12 ;0.0152;0.677;0.0225;1;0.0539;0.113;0.525;0.562;0.197;0.0452;2.25;0;0;0;47;2300000;1.23;1.23;1;1;25.7;26;0.0127;0.126;2.11;0.00526;100;0;0;0;54;2300000;0.00805;0.593;0.0136;1;0.0162;0.0905;0.82;0.469;0.0981;0.0916;1.36;0;0;0;55;2300000;
2017-5-4;10:2:33;0.426;1.23;0.347;1;27.4;28;0.0192;0.125;2.16;0.00832;0;0;2.8e+03;2.29e+03;2.19e+03;1.23;30.7;0.426;10.6;0;-nan;0;34.7;0;0;0;0;0;0;0;54.1;6.91;0.0129;0.612;0.0211;1;0.26;0.43;0.394;0.384;0.507;0.0668;0;0;48;1.25;1.25;1;1;27.2;27.6;0.0133;0.119;2.23;0.00586;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;2.11;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.2;2.78 ;4.13 ;0.0183;0.664;0.0275;1;0.0698;0.144;0.514;0.54;0.208;0.0452;2.75;0;0;0;48;2300000;1.25;1.25;1;1;27.2;27.6;0.0133;0.119;2.23;0.00586;100;0;0;0;53;2300000;0.00754;0.515;0.0146;1;0.191;0.286;0.333;0.257;1.07;0.108;1.46;0;0;0;55;2300000;
2017-5-4;10:2:34;0.441;1.27;0.346;1;26;26.8;0.0279;0.131;2.06;0.0116;0;0;2.9e+03;2.28e+03;2.19e+03;1.27;31.8;0.441;11;0;-nan;0;34.6;0;0;0;0;0;0;0;54.1;6.93;0.0135;0.704;0.0192;1;0.0894;0.24;0.628;0.516;0.191;0.0658;0;0;48;1.29;1.3;1;1;25.9;26.5;0.0225;0.125;2.13;0.00951;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.92;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.2;2.77 ;4.15 ;0.0164;0.813;0.0202;1;0.0688;0.113;0.394;0.565;0.279;0.0381;2.02;0;0;0;48;2300000;1.29;1.3;1;1;25.9;26.5;0.0225;0.125;2.13;0.00951;100;0;0;0;54;2300000;0.0106;0.583;0.0181;1;0.0206;0.127;0.837;0.461;0.0931;0.0966;1.81;0;0;0;55;2300000;
2017-5-4;10:2:35;0.438;1.27;0.345;1;26.5;27.1;0.0202;0.121;2.1;0.00854;0;0;2.89e+03;2.27e+03;2.19e+03;1.27;31.8;0.438;11;0;-nan;0;34.5;0;0;0;0;0;0;0;54;6.82;0.0117;0.669;0.0175;1;0.0735;0.221;0.667;0.511;0.172;0.0706;0;0;48;1.29;1.29;1;1;26.4;26.8;0.0149;0.115;2.17;0.00636;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.75;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.1;2.77 ;4.05 ;0.0128;0.763;0.0167;1;0.0532;0.0921;0.423;0.566;0.261;0.0408;1.67;0;0;0;48;2300000;1.29;1.29;1;1;26.4;26.8;0.0149;0.115;2.17;0.00636;100;0;0;0;53;2300000;0.0106;0.584;0.0182;1;0.0204;0.128;0.841;0.462;0.0917;0.098;1.82;0;0;0;56;2300000;
2017-5-4;10:2:36;0.431;1.25;0.346;1;26.4;26.9;0.0184;0.128;2.08;0.00772;0;0;2.84e+03;2.28e+03;2.19e+03;1.25;31.1;0.431;10.8;0;-nan;0;34.6;0;0;0;0;0;0;0;54;6.83;0.0138;0.713;0.0194;1;0.0843;0.233;0.639;0.529;0.178;0.0644;0;0;48;1.27;1.27;1;1;26.3;26.6;0.013;0.122;2.16;0.00552;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.94;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.1;2.76 ;4.07 ;0.0177;0.812;0.0217;1;0.0681;0.117;0.419;0.577;0.257;0.0389;2.17;0;0;0;48;2300000;1.27;1.27;1;1;26.3;26.6;0.013;0.122;2.16;0.00552;100;0;0;0;53;2300000;0.00999;0.585;0.0171;1;0.0162;0.116;0.861;0.469;0.0778;0.097;1.71;0;0;0;55;2300000;
2017-5-4;10:2:37;0.435;1.25;0.347;1;26;26.5;0.0168;0.131;2.05;0.00696;0;0;2.86e+03;2.28e+03;2.19e+03;1.25;31.4;0.435;10.9;0;-nan;0;34.7;0;0;0;0;0;0;0;54.1;6.93;0.0143;0.716;0.02;1;0.088;0.242;0.636;0.523;0.18;0.0644;0;0;48;1.28;1.28;1;1;25.9;26.2;0.0111;0.124;2.13;0.00466;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;2;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.2;2.77 ;4.15 ;0.0179;0.823;0.0218;1;0.0656;0.114;0.423;0.579;0.247;0.038;2.18;0;0;0;48;2300000;1.28;1.28;1;1;25.9;26.2;0.0111;0.124;2.13;0.00466;100;0;0;0;53;2300000;0.0108;0.59;0.0182;1;0.0224;0.128;0.825;0.459;0.101;0.0959;1.82;0;0;0;56;2300000;
2017-5-4;10:2:38;0.447;1.29;0.347;1;26.2;26.6;0.0157;0.136;2.06;0.00654;0;0;2.94e+03;2.29e+03;2.19e+03;1.29;32.2;0.447;11.2;0;-nan;0;34.7;0;0;0;0;0;0;0;54.1;6.87;0.0148;0.702;0.0211;1;0.0892;0.197;0.548;0.554;0.174;0.0441;0;0;47;1.31;1.31;1;1;26.1;26.4;0.0118;0.13;2.14;0.00496;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;2.11;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.2;2.77 ;4.11 ;0.027;0.707;0.0382;1;0.0818;0.182;0.551;0.554;0.176;0.044;3.82;0;0;0;47;2300000;1.31;1.31;1;1;26.1;26.4;0.0118;0.13;2.14;0.00496;100;0;0;0;53;2300000;0.00257;0.656;0.00391;1;0.00741;0.0151;0.511;0.553;0.155;0.0448;0.391;0;0;0;56;2300000;
2017-5-4;10:2:39;0.437;1.26;0.348;1;25.3;25.8;0.0187;0.138;1.99;0.0075;0;0;2.88e+03;2.29e+03;2.19e+03;1.26;31.4;0.437;10.9;0;-nan;0;34.8;0;0;0;0;0;0;0;54.1;6.84;0.0166;0.77;0.0216;1;0.0988;0.252;0.608;0.537;0.188;0.0595;0;0;48;1.28;1.28;1;1;25.2;25.6;0.0129;0.131;2.07;0.00526;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;2.16;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.2;2.76 ;4.08 ;0.023;0.889;0.0259;1;0.0797;0.134;0.403;0.585;0.253;0.0355;2.59;0;0;0;48;2300000;1.28;1.28;1;1;25.2;25.6;0.0129;0.131;2.07;0.00526;100;0;0;0;52;2300000;0.0102;0.592;0.0173;1;0.0191;0.119;0.839;0.467;0.0907;0.0953;1.73;0;0;0;55;2300000;
2017-5-4;10:2:40;0.639;1.84;0.347;1;17.4;18.3;0.0463;0.24;1.37;0.0131;0;0;4.21e+03;2.28e+03;2.19e+03;1.84;46.1;0.639;16;0;-nan;0;34.7;0;0;0;0;0;0;0;54;6.57;0.0147;0.723;0.0203;1;0.0912;0.233;0.609;0.539;0.184;0.0589;0;0;47;1.89;1.89;1;1;17.3;18;0.039;0.234;1.42;0.0112;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;2.03;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.1;2.77 ;3.79 ;0.021;0.798;0.0262;1;0.0765;0.137;0.443;0.577;0.239;0.0394;2.62;0;0;0;47;2300000;1.89;1.89;1;1;17.3;18;0.039;0.234;1.42;0.0112;100;0;0;0;53;2300000;0.00841;0.586;0.0144;1;0.0147;0.0961;0.847;0.471;0.0841;0.0944;1.44;0;0;0;55;2300000;
2017-5-4;10:2:41;0.434;1.24;0.349;1;27.7;28.1;0.0173;0.161;2.17;0.00753;0;0;2.86e+03;2.3e+03;2.19e+03;1.24;31.1;0.434;10.9;0;-nan;0;34.9;0;0;0;0;0;0;0;54.3;7.06;0.0159;0.676;0.0236;1;0.109;0.274;0.603;0.553;0.189;0.0586;0;0;48;1.27;1.27;1;1;27.6;27.9;0.0115;0.154;2.26;0.00513;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;2.36;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.4;2.77 ;4.28 ;0.0234;0.715;0.0328;1;0.0926;0.178;0.478;0.587;0.232;0.0433;3.28;0;0;0;48;2300000;1.27;1.27;1;1;27.6;27.9;0.0115;0.154;2.26;0.00513;100;0;0;0;53;2300000;0.00843;0.588;0.0143;1;0.0161;0.0965;0.833;0.472;0.0922;0.0936;1.43;0;0;0;55;2300000;
2017-5-4;10:2:42;0.465;1.32;0.353;1;26.7;27.2;0.0168;0.141;2.07;0.00699;0;0;3.06e+03;2.32e+03;2.19e+03;1.32;33;0.465;11.6;0;-nan;0;35.3;0;0;0;0;0;0;0;54.2;6.92;0.0264;0.909;0.0291;1;0.124;0.306;0.597;0.538;0.174;0.0522;0;0;49;1.34;1.34;1;1;26.6;26.9;0.0102;0.132;2.18;0.00435;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;2.91;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.9;28.3;2.77 ;4.14 ;0.028;0.988;0.0283;1;0.0644;0.119;0.458;0.644;0.187;0.0329;2.83;0;0;0;49;2300000;1.34;1.34;1;1;26.6;26.9;0.0102;0.132;2.18;0.00435;100;0;0;0;53;2300000;0.0249;0.833;0.0299;1;0.0592;0.187;0.684;0.431;0.162;0.0706;2.99;0;0;0;56;2300000;
2017-5-4;10:2:43;0.479;1.27;0.376;1;26.8;27.4;0.0196;0.145;1.95;0.00767;0;0;3.15e+03;2.47e+03;2.19e+03;1.27;31.8;0.479;12;0;-nan;0;37.6;0;0;0;0;0;0;0;54.4;6.91;0.0909;1.42;0.0642;1;0.162;0.419;0.614;0.746;0.103;0.0329;0;0;47;1.25;1.26;1;1;26.7;26.9;0.0103;0.112;2.19;0.00443;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;6.42;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;26.2;28.3;2.77 ;4.14 ;0.171;1.55;0.11;1;0.144;0.297;0.514;0.791;0.107;0.0226;11;0;0;0;47;2300000;1.25;1.26;1;1;26.7;26.9;0.0103;0.112;2.19;0.00443;100;0;0;0;53;2300000;0.0105;0.583;0.018;1;0.0175;0.122;0.857;0.466;0.0797;0.0962;1.8;0;0;0;56;2300000;
2017-5-4;10:2:44;0.44;1.21;0.365;1;26.1;26.7;0.021;0.151;1.96;0.00831;0;0;2.9e+03;2.4e+03;2.19e+03;1.21;30.2;0.44;11;0;-nan;0;36.5;0;0;0;0;0;0;0;54.4;6.98;0.043;0.917;0.0469;1;0.806;1.01;0.203;0.355;0.704;0.0363;0;0;48;1.23;1.24;1;1;25.3;25.7;0.0139;0.14;2.08;0.00568;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;4.69;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;26;28.3;2.81 ;4.17 ;0.0826;0.948;0.0871;1;0.771;0.963;0.199;0.353;0.726;0.0361;8.71;0;0;0;48;2300000;1.23;1.24;1;1;25.3;25.7;0.0139;0.14;2.08;0.00568;100;0;0;0;53;2300000;0.00338;0.502;0.00674;1;0.0345;0.0475;0.272;0.381;0.421;0.0401;0.674;0;0;0;56;2300000;
2017-5-4;10:2:45;0.419;1.23;0.34;1;26.9;27.4;0.0196;0.121;2.16;0.00851;0;0;2.76e+03;2.24e+03;2.19e+03;1.23;30.8;0.419;10.5;0;-nan;0;34;0;0;0;0;0;0;0;54.1;6.9;0.00624;0.591;0.0106;1;0.0187;0.0781;0.761;0.616;0.0726;0.0509;0;0;48;1.24;1.24;1;1;26.8;27.3;0.0175;0.118;2.2;0.00762;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.06;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.3;2.78 ;4.12 ;0.01;0.581;0.0173;1;0.00832;0.0617;0.865;0.633;0.0396;0.0534;1.73;0;0;0;48;2300000;1.24;1.24;1;1;26.8;27.3;0.0175;0.118;2.2;0.00762;100;0;0;0;54;2300000;0.00244;0.632;0.00385;1;0.0104;0.0163;0.365;0.536;0.221;0.0399;0.385;0;0;0;55;2300000;
2017-5-4;10:2:46;0.426;1.25;0.34;1;25.9;26.3;0.0153;0.138;2.08;0.00643;0;0;2.8e+03;2.24e+03;2.19e+03;1.25;31.3;0.426;10.6;0;-nan;0;34;0;0;0;0;0;0;0;54;6.9;0.0063;0.595;0.0106;1;0.0175;0.0772;0.773;0.618;0.0679;0.0512;0;0;48;1.26;1.26;1;1;25.9;26.2;0.0131;0.135;2.12;0.00548;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.06;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.3;2.76 ;4.14 ;0.01;0.584;0.0171;1;0.00955;0.063;0.848;0.626;0.0457;0.0539;1.71;0;0;0;48;2300000;1.26;1.26;1;1;25.9;26.2;0.0131;0.135;2.12;0.00548;100;0;0;0;54;2300000;0.00258;0.644;0.00401;1;0.00795;0.0142;0.44;0.577;0.163;0.0397;0.401;0;0;0;56;2300000;
2017-5-4;10:2:47;0.438;1.29;0.34;1;25.8;26.2;0.0152;0.133;2.07;0.00634;0;0;2.88e+03;2.24e+03;2.19e+03;1.29;32.2;0.438;11;0;-nan;0;34;0;0;0;0;0;0;0;54.1;6.91;0.00624;0.596;0.0105;1;0.0172;0.0777;0.779;0.613;0.0674;0.0521;0;0;48;1.3;1.3;1;1;25.8;26.1;0.0129;0.13;2.12;0.00538;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.05;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.3;2.77 ;4.14 ;0.01;0.586;0.0171;1;0.00796;0.0621;0.872;0.627;0.0382;0.0545;1.71;0;0;0;48;2300000;1.3;1.3;1;1;25.8;26.1;0.0129;0.13;2.12;0.00538;100;0;0;0;53;2300000;0.00245;0.641;0.00382;1;0.00923;0.0157;0.411;0.542;0.198;0.0416;0.382;0;0;0;56;2300000;
2017-5-4;10:2:48;0.421;1.24;0.34;1;27.3;27.8;0.0156;0.124;2.2;0.00692;0;0;2.77e+03;2.24e+03;2.19e+03;1.24;30.9;0.421;10.5;0;-nan;0;34;0;0;0;0;0;0;0;54.1;6.97;0.00626;0.601;0.0104;1;0.0155;0.0753;0.795;0.623;0.0609;0.0519;0;0;47;1.25;1.25;1;1;27.3;27.7;0.0135;0.12;2.24;0.00598;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.04;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.3;2.78 ;4.19 ;0.00998;0.591;0.0169;1;0.00753;0.0615;0.877;0.633;0.0366;0.055;1.69;0;0;0;47;2300000;1.25;1.25;1;1;27.3;27.7;0.0135;0.12;2.24;0.00598;100;0;0;0;53;2300000;0.00255;0.644;0.00396;1;0.00793;0.0138;0.427;0.571;0.165;0.0388;0.396;0;0;0;56;2300000;
2017-5-4;10:2:49;0.413;1.22;0.34;1;26.3;26.9;0.0243;0.13;2.11;0.0103;0;0;2.72e+03;2.24e+03;2.19e+03;1.22;30.4;0.413;10.3;0;-nan;0;34;0;0;0;0;0;0;0;54;6.93;0.00618;0.593;0.0104;1;0.0161;0.0775;0.793;0.62;0.0633;0.053;0;0;48;1.23;1.23;1;1;26.2;26.8;0.0221;0.127;2.15;0.00946;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.04;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.2;2.77 ;4.16 ;0.0101;0.582;0.0174;1;0.00935;0.0639;0.854;0.629;0.0441;0.0538;1.74;0;0;0;48;2300000;1.23;1.23;1;1;26.2;26.8;0.0221;0.127;2.15;0.00946;100;0;0;0;54;2300000;0.00223;0.649;0.00344;1;0.00673;0.0136;0.507;0.575;0.16;0.0489;0.344;0;0;0;55;2300000;
2017-5-4;10:2:50;0.417;1.22;0.34;1;26.3;26.7;0.0177;0.136;2.11;0.00751;0;0;2.74e+03;2.24e+03;2.19e+03;1.22;30.6;0.417;10.4;0;-nan;0;34;0;0;0;0;0;0;0;54;6.88;0.00638;0.598;0.0107;1;0.0154;0.0765;0.799;0.63;0.0592;0.0517;0;0;48;1.24;1.24;1;1;26.3;26.7;0.0154;0.133;2.16;0.00657;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.07;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.2;2.77 ;4.1 ;0.0102;0.587;0.0173;1;0.00728;0.062;0.882;0.639;0.0345;0.0544;1.73;0;0;0;48;2300000;1.24;1.24;1;1;26.3;26.7;0.0154;0.133;2.16;0.00657;100;0;0;0;53;2300000;0.00258;0.641;0.00403;1;0.00812;0.0146;0.442;0.588;0.165;0.0402;0.403;0;0;0;55;2300000;
2017-5-4;10:2:51;0.414;1.2;0.345;1;26.5;27;0.0179;0.138;2.1;0.00757;0;0;2.73e+03;2.27e+03;2.19e+03;1.2;30;0.414;10.4;0;-nan;0;34.5;0;0;0;0;0;0;0;54;6.82;0.0111;0.618;0.0179;1;0.101;0.244;0.588;0.535;0.23;0.0674;0;0;48;1.22;1.22;1;1;26.4;26.7;0.0127;0.131;2.16;0.00543;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.79;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.2;2.77 ;4.05 ;0.0177;0.702;0.0252;1;0.051;0.118;0.569;0.634;0.166;0.0453;2.52;0;0;0;48;2300000;1.22;1.22;1;1;26.4;26.7;0.0127;0.131;2.16;0.00543;100;0;0;0;53;2300000;0.00444;0.418;0.0106;1;0.0496;0.126;0.606;0.375;0.383;0.12;1.06;0;0;0;55;2300000;
2017-5-4;10:2:52;0.456;1.23;0.371;1;26.3;26.9;0.0227;0.159;1.94;0.0089;0;0;3e+03;2.44e+03;2.19e+03;1.23;30.8;0.456;11.4;0;-nan;0;37.1;0;0;0;0;0;0;0;54.3;6.87;0.0507;0.904;0.0561;1;0.2;0.528;0.621;0.701;0.147;0.0477;0;0;49;1.27;1.27;1;1;26.1;26.4;0.0108;0.128;2.14;0.00454;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;5.61;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;26.1;28.2;2.77 ;4.1 ;0.0935;0.933;0.1;1;0.185;0.458;0.596;0.718;0.151;0.0441;10;0;0;0;49;2300000;1.27;1.27;1;1;26.1;26.4;0.0108;0.128;2.14;0.00454;100;0;0;0;53;2300000;0.00783;0.659;0.0119;1;0.0153;0.0701;0.782;0.506;0.106;0.0778;1.19;0;0;0;55;2300000;
2017-5-4;10:2:53;0.432;1.27;0.34;1;26.3;26.7;0.0148;0.124;2.12;0.00631;0;0;2.85e+03;2.24e+03;2.19e+03;1.27;31.8;0.432;10.8;0;-nan;0;34;0;0;0;0;0;0;0;54;6.84;0.00628;0.591;0.0106;1;0.0141;0.0734;0.807;0.631;0.0546;0.0506;0;0;48;1.28;1.28;1;1;26.3;26.7;0.0126;0.12;2.16;0.00537;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.06;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.2;2.77 ;4.07 ;0.01;0.582;0.0172;1;0.00332;0.057;0.942;0.652;0.0158;0.0539;1.72;0;0;0;48;2300000;1.28;1.28;1;1;26.3;26.7;0.0126;0.12;2.16;0.00537;100;0;0;0;53;2300000;0.00255;0.628;0.00406;1;0.0108;0.0164;0.342;0.535;0.219;0.0368;0.406;0;0;0;55;2300000;
2017-5-4;10:2:54;0.425;1.25;0.34;1;24.7;25.1;0.016;0.149;1.98;0.00639;0;0;2.8e+03;2.24e+03;2.19e+03;1.25;31.2;0.425;10.6;0;-nan;0;34;0;0;0;0;0;0;0;54;6.79;0.0062;0.598;0.0104;1;0.0113;0.0704;0.84;0.641;0.0446;0.0515;0;0;48;1.26;1.26;1;1;24.7;25;0.0137;0.145;2.02;0.00545;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.04;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;28.2;2.75 ;4.03 ;0.01;0.587;0.0171;1;0.00412;0.0574;0.928;0.652;0.0198;0.0537;1.71;0;0;0;48;2300000;1.26;1.26;1;1;24.7;25;0.0137;0.145;2.02;0.00545;100;0;0;0;52;2300000;0.00238;0.651;0.00366;1;0.00716;0.013;0.451;0.583;0.161;0.0414;0.366;0;0;0;55;2300000;
