
 Intel(r) Performance Counter Monitor V2.1 (2012-05-31 14:40:57 +0200 ID=2d18fd5)

 Copyright (c) 2009-2012 Intel Corporation

Num (logical) cores: 3
Num sockets: 2
Threads per core: 1
Core PMU (perfmon) version: 3
Number of core PMU generic (programmable) counters: 8
Width of generic (programmable) counters: 48 bits
Number of core PMU fixed counters: 3
Width of fixed counters: 48 bits
Nominal core frequency: 2300000000 Hz

Detected processor(s) with Intel(r) microarchitecture codename Sandy Bridge-EP/Jaketown

System;;;;;;;;;;;;;;;;;;;;;;;;System Core C-States;;;;System Pack C-States;;;;;;Socket0;;;;;;;;;;;;;Socket1;;;;;;;;;;;;;SKT0dataIn;;SKT0dataIn (percent);;SKT1dataIn;;SKT1dataIn (percent);;SKT0trafficOut;;SKT0trafficOut (percent);;SKT1trafficOut;;SKT1trafficOut (percent);;SKT0 Core C-State;;;;SKT0 Package C-State;;;;SKT1 Core C-State;;;;SKT1 Package C-State;;;;Proc Energy (Joules);;DRAM Energy (Joules);;Core0 (Socket 0);;;;;;;;;;;;;;;Core1 (Socket 1);;;;;;;;;;;;;;;Core2 (Socket 0);;;;;;;;;;;;;;;
Date;Time;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;INST;ACYC;TIME(ticks);PhysIPC;PhysIPC%;INSTnom;INSTnom%;TotalQPIin;QPItoMC;TotalQPIout;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;Proc Energy (Joules);DRAM Energy (Joules);EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;TEMP;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;READ;WRITE;TEMP;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;QPI0;QPI1;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;C0res%;C3res%;C6res%;C7res%;C2res%;C3res%;C6res%;C7res%;SKT0;SKT1;SKT0;SKT1;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;EXEC;IPC;FREQ;AFREQ;L3MISS;L2MISS;L3HIT;L2HIT;L3CLK;L2CLK;C0res%;C3res%;C6res%;C7res%;TEMP;FFREQ;
2017-5-4;9:53:11;0.662;1.95;0.34;1;8.34;8.74;0.0467;0.611;0.67;0.00651;0;0;4.36e+03;2.24e+03;2.19e+03;1.95;48.7;0.662;16.5;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.95;0.00606;0.595;0.0102;1;0.0143;0.073;0.804;0.625;0.0578;0.0524;0;0;48;1.97;1.97;1;1;8.32;8.67;0.0403;0.611;0.683;0.00557;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.02;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.7;2.77 ;3.17 ;0.00997;0.588;0.017;1;0.00719;0.0609;0.882;0.636;0.0348;0.0546;1.7;0;0;0;48;2300000;1.97;1.97;1;1;8.32;8.67;0.0403;0.611;0.683;0.00557;100;0;0;0;53;2300000;0.00214;0.631;0.00338;1;0.00712;0.0121;0.413;0.557;0.173;0.0411;0.339;0;0;0;55;2300000;
2017-5-4;9:53:12;0.668;1.97;0.34;1;8.26;8.81;0.0621;0.674;0.665;0.00867;0;0;4.4e+03;2.24e+03;2.19e+03;1.97;49.2;0.668;16.7;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.95;0.00588;0.596;0.00987;1;0.0142;0.071;0.8;0.628;0.059;0.0522;0;0;49;1.99;1.99;1;1;8.25;8.73;0.0561;0.675;0.677;0.00782;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.987;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.77 ;3.18 ;0.0098;0.59;0.0166;1;0.00781;0.0603;0.87;0.636;0.0385;0.0544;1.66;0;0;0;49;2300000;1.99;1.99;1;1;8.25;8.74;0.0561;0.675;0.677;0.00782;100;0;0;0;52;2300000;0.00196;0.629;0.00312;1;0.0064;0.0107;0.404;0.575;0.168;0.0407;0.312;0;0;0;56;2300000;
2017-5-4;9:53:13;0.671;1.97;0.34;1;8.44;9.09;0.0711;0.688;0.679;0.0102;0;0;4.41e+03;2.24e+03;2.19e+03;1.97;49.3;0.671;16.8;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.96;0.00625;0.623;0.01;1;0.0161;0.0735;0.781;0.622;0.0659;0.0516;0;0;48;2;2;1;1;8.42;9.01;0.0653;0.689;0.691;0.00939;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.77 ;3.2 ;0.0107;0.622;0.0172;1;0.0105;0.0632;0.834;0.63;0.0501;0.0525;1.72;0;0;0;48;2300000;2;2;1;1;8.42;9.01;0.0653;0.689;0.691;0.00939;100;0;0;0;54;2300000;0.00178;0.629;0.00283;1;0.00558;0.0103;0.458;0.566;0.162;0.0461;0.284;0;0;0;55;2300000;
2017-5-4;9:53:14;0.662;1.95;0.34;1;8.17;8.76;0.0674;0.663;0.657;0.00935;0;0;4.36e+03;2.24e+03;2.19e+03;1.95;48.7;0.662;16.5;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.94;0.00588;0.59;0.00997;1;0.0154;0.0737;0.791;0.623;0.0632;0.0527;0;0;48;1.97;1.97;1;1;8.15;8.69;0.0612;0.663;0.669;0.00848;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.997;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.6;2.77 ;3.17 ;0.00995;0.585;0.017;1;0.00857;0.0614;0.861;0.636;0.0413;0.0533;1.7;0;0;0;48;2300000;1.97;1.97;1;1;8.16;8.69;0.0612;0.663;0.669;0.00848;100;0;0;0;53;2300000;0.0018;0.614;0.00294;1;0.00681;0.0123;0.446;0.544;0.19;0.0492;0.294;0;0;0;56;2300000;
2017-5-4;9:53:15;0.65;1.91;0.34;1;8.28;8.7;0.0478;0.608;0.665;0.00661;0;0;4.28e+03;2.24e+03;2.19e+03;1.91;47.8;0.65;16.2;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.95;0.00659;0.627;0.0105;1;0.0149;0.0766;0.806;0.632;0.0581;0.0526;0;0;48;1.94;1.94;1;1;8.26;8.62;0.0411;0.608;0.678;0.00565;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.05;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.78 ;3.17 ;0.00991;0.588;0.0169;1;0.00788;0.0605;0.87;0.639;0.0384;0.0537;1.69;0;0;0;48;2300000;1.94;1.94;1;1;8.26;8.62;0.0411;0.608;0.678;0.00565;100;0;0;0;53;2300000;0.00327;0.788;0.00415;1;0.00701;0.0161;0.564;0.601;0.139;0.0484;0.415;0;0;0;56;2300000;
2017-5-4;9:53:16;0.662;1.95;0.34;1;8.21;8.66;0.0515;0.647;0.661;0.00709;0;0;4.36e+03;2.24e+03;2.19e+03;1.95;48.7;0.662;16.6;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.94;0.00574;0.585;0.00982;1;0.0127;0.11;0.884;0.517;0.053;0.0848;0;0;47;1.98;1.98;1;1;8.2;8.55;0.0408;0.648;0.673;0.00557;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.982;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.7;2.77 ;3.17 ;0.00338;0.591;0.00573;1;0.00474;0.0201;0.764;0.625;0.0678;0.0527;0.573;0;0;0;47;2300000;1.98;1.98;1;1;8.2;8.55;0.0408;0.648;0.673;0.00557;100;0;0;0;53;2300000;0.0081;0.583;0.0139;1;0.00793;0.0896;0.912;0.483;0.0468;0.0981;1.39;0;0;0;56;2300000;
2017-5-4;9:53:17;0.667;1.96;0.34;1;8.3;8.75;0.0521;0.633;0.668;0.00725;0;0;4.39e+03;2.24e+03;2.19e+03;1.96;49;0.667;16.7;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.97;0.00586;0.587;0.00998;1;0.0134;0.0929;0.856;0.563;0.0551;0.0696;0;0;48;1.99;1.99;1;1;8.28;8.66;0.0435;0.633;0.68;0.00601;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.998;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.6;2.78 ;3.19 ;0.00659;0.586;0.0113;1;0.00637;0.0404;0.842;0.632;0.0464;0.0537;1.13;0;0;0;48;2300000;1.99;1.99;1;1;8.28;8.66;0.0435;0.633;0.68;0.00601;100;0;0;0;53;2300000;0.00516;0.588;0.00877;1;0.00707;0.0531;0.867;0.491;0.0661;0.0904;0.877;0;0;0;56;2300000;
2017-5-4;9:53:18;0.665;1.96;0.34;1;8.25;8.7;0.0512;0.587;0.664;0.00708;0;0;4.38e+03;2.24e+03;2.19e+03;1.96;48.9;0.665;16.6;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.97;0.00589;0.585;0.0101;1;0.0135;0.126;0.893;0.487;0.055;0.0948;0;0;48;1.98;1.98;1;1;8.24;8.57;0.0388;0.589;0.676;0.00531;0;0;52;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.01;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.78 ;3.19 ;0.00167;0.609;0.00274;1;0.00549;0.00911;0.398;0.57;0.165;0.0419;0.274;0;0;0;48;2300000;1.98;1.98;1;1;8.24;8.57;0.0388;0.589;0.676;0.00531;100;0;0;0;52;2300000;0.0101;0.582;0.0173;1;0.00799;0.116;0.931;0.48;0.0378;0.103;1.73;0;0;0;55;2300000;
2017-5-4;9:53:19;0.662;1.95;0.34;1;8.7;9.32;0.0668;0.646;0.699;0.00985;0;0;4.36e+03;2.24e+03;2.19e+03;1.95;48.7;0.662;16.6;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.96;0.00605;0.583;0.0104;1;0.0169;0.13;0.87;0.486;0.0669;0.0929;0;0;48;1.97;1.97;1;1;8.68;9.19;0.0554;0.648;0.712;0.00813;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.04;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.76 ;3.2 ;0.00199;0.589;0.00338;1;0.00742;0.012;0.382;0.564;0.18;0.0393;0.338;0;0;0;48;2300000;1.97;1.97;1;1;8.68;9.19;0.0555;0.648;0.712;0.00813;100;0;0;0;53;2300000;0.0101;0.582;0.0174;1;0.00955;0.118;0.919;0.476;0.0451;0.103;1.74;0;0;0;55;2300000;
2017-5-4;9:53:20;0.668;1.96;0.34;1;8.21;8.9;0.0767;0.693;0.661;0.0108;0;0;4.39e+03;2.24e+03;2.19e+03;1.96;49.1;0.668;16.7;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.94;0.00586;0.585;0.01;1;0.0136;0.126;0.892;0.492;0.0556;0.0952;0;0;48;1.99;1.99;1;1;8.2;8.77;0.065;0.695;0.673;0.0091;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.77 ;3.16 ;0.00164;0.598;0.00274;1;0.00564;0.00984;0.427;0.587;0.169;0.0448;0.274;0;0;0;48;2300000;1.99;1.99;1;1;8.2;8.77;0.065;0.695;0.673;0.0091;100;0;0;0;52;2300000;0.0101;0.583;0.0173;1;0.00789;0.116;0.932;0.481;0.0374;0.103;1.73;0;0;0;55;2300000;
2017-5-4;9:53:21;0.671;1.98;0.34;1;8.04;8.69;0.0749;0.685;0.647;0.0103;0;0;4.42e+03;2.24e+03;2.19e+03;1.98;49.4;0.671;16.8;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.96;0.00577;0.586;0.00985;1;0.0126;0.124;0.898;0.489;0.0527;0.0957;0;0;47;2;2;1;1;8.03;8.57;0.063;0.687;0.659;0.00861;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.985;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.6;2.78 ;3.18 ;0.0015;0.598;0.00251;1;0.00424;0.00804;0.472;0.587;0.139;0.0457;0.251;0;0;0;48;2300000;2;2;1;1;8.03;8.57;0.063;0.687;0.659;0.00861;100;0;0;0;53;2300000;0.0101;0.584;0.0172;1;0.00843;0.116;0.927;0.481;0.0402;0.103;1.72;0;0;0;56;2300000;
2017-5-4;9:53:22;0.645;1.9;0.34;1;8.18;8.63;0.0523;0.611;0.658;0.00717;0;0;4.25e+03;2.24e+03;2.19e+03;1.9;47.4;0.645;16.1;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.97;0.00595;0.588;0.0101;1;0.0142;0.126;0.887;0.492;0.0577;0.0943;0;0;49;1.92;1.92;1;1;8.16;8.5;0.0399;0.613;0.67;0.00541;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.01;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.78 ;3.19 ;0.00182;0.604;0.00301;1;0.0064;0.0103;0.379;0.563;0.174;0.0405;0.301;0;0;0;49;2300000;1.92;1.92;1;1;8.16;8.5;0.0399;0.613;0.67;0.00541;100;0;0;0;53;2300000;0.0101;0.584;0.0173;1;0.00783;0.116;0.932;0.485;0.0372;0.104;1.73;0;0;0;55;2300000;
2017-5-4;9:53:23;0.665;1.95;0.34;1;8.15;8.6;0.0528;0.634;0.655;0.00722;0;0;4.38e+03;2.24e+03;2.19e+03;1.95;48.8;0.665;16.6;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.96;0.00607;0.584;0.0104;1;0.0154;0.129;0.88;0.487;0.0607;0.093;0;0;48;1.98;1.98;1;1;8.14;8.48;0.0402;0.636;0.668;0.00543;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.04;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.78 ;3.18 ;0.00208;0.596;0.00349;1;0.00699;0.0116;0.399;0.551;0.164;0.0384;0.349;0;0;0;48;2300000;1.98;1.98;1;1;8.14;8.48;0.0402;0.636;0.668;0.00544;100;0;0;0;53;2300000;0.0101;0.583;0.0173;1;0.00841;0.117;0.928;0.48;0.04;0.104;1.73;0;0;0;56;2300000;
2017-5-4;9:53:24;0.669;1.97;0.34;1;8.34;8.83;0.0555;0.638;0.671;0.00779;0;0;4.41e+03;2.24e+03;2.19e+03;1.97;49.2;0.669;16.7;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.96;0.00587;0.588;0.00999;1;0.0138;0.124;0.889;0.492;0.0565;0.0945;0;0;49;2;2;1;1;8.33;8.7;0.0436;0.64;0.683;0.00606;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.999;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.7;2.76 ;3.2 ;0.00172;0.612;0.00281;1;0.00575;0.00945;0.392;0.572;0.168;0.0415;0.281;0;0;0;49;2300000;2;2;1;1;8.32;8.7;0.0436;0.64;0.683;0.00605;100;0;0;0;53;2300000;0.01;0.584;0.0172;1;0.008;0.115;0.93;0.484;0.0382;0.103;1.72;0;0;0;55;2300000;
2017-5-4;9:53:25;0.66;1.93;0.342;1;8.44;8.92;0.0544;0.585;0.674;0.00767;0;0;4.35e+03;2.25e+03;2.19e+03;1.93;48.2;0.66;16.5;0;-nan;0;34.2;0;0;0;0;0;0;0;53.4;5.95;0.00805;0.597;0.0135;1;0.0472;0.175;0.73;0.496;0.144;0.0805;0;0;48;1.96;1.96;1;1;8.39;8.75;0.0409;0.587;0.689;0.00571;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.35;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.78 ;3.18 ;0.00408;0.647;0.0063;1;0.0215;0.031;0.306;0.551;0.28;0.034;0.63;0;0;0;48;2300000;1.96;1.96;1;1;8.39;8.75;0.0409;0.587;0.689;0.00571;100;0;0;0;53;2300000;0.012;0.582;0.0206;1;0.0258;0.144;0.821;0.482;0.102;0.0946;2.06;0;0;0;56;2300000;
2017-5-4;9:53:26;0.663;1.95;0.34;1;8.39;8.9;0.0569;0.644;0.675;0.00803;0;0;4.36e+03;2.24e+03;2.19e+03;1.95;48.8;0.663;16.6;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.93;0.00573;0.588;0.00975;1;0.00984;0.0801;0.877;0.599;0.0414;0.0635;0;0;48;1.98;1.98;1;1;8.38;8.82;0.0494;0.644;0.688;0.00695;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.975;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.7;2.76 ;3.17 ;0.0079;0.587;0.0134;1;0.00439;0.0452;0.903;0.649;0.0268;0.0528;1.34;0;0;0;48;2300000;1.98;1.98;1;1;8.38;8.82;0.0494;0.644;0.688;0.00695;100;0;0;0;53;2300000;0.00356;0.59;0.00604;1;0.00539;0.0348;0.845;0.508;0.0733;0.0872;0.604;0;0;0;56;2300000;
2017-5-4;9:53:27;0.669;1.97;0.34;1;8.57;9.22;0.0707;0.685;0.689;0.0103;0;0;4.4e+03;2.24e+03;2.19e+03;1.97;49.2;0.669;16.7;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.96;0.00616;0.599;0.0103;1;0.0157;0.0741;0.788;0.626;0.0626;0.0514;0;0;48;1.99;2;1;1;8.55;9.15;0.0649;0.686;0.702;0.00946;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.03;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.7;2.77 ;3.18 ;0.01;0.588;0.017;1;0.00784;0.0607;0.871;0.64;0.0378;0.0536;1.7;0;0;0;48;2300000;1.99;2;1;1;8.55;9.15;0.0649;0.686;0.702;0.00946;100;0;0;0;53;2300000;0.00233;0.652;0.00358;1;0.00788;0.0134;0.41;0.55;0.181;0.0406;0.358;0;0;0;55;2300000;
2017-5-4;9:53:28;0.666;1.96;0.34;1;8.14;8.75;0.0699;0.681;0.655;0.00969;0;0;4.38e+03;2.24e+03;2.19e+03;1.96;49;0.666;16.6;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.94;0.00568;0.595;0.00955;1;0.0121;0.0689;0.824;0.631;0.0522;0.0534;0;0;47;1.99;1.99;1;1;8.12;8.68;0.0639;0.682;0.667;0.00886;0;0;50;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.955;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.6;2.76 ;3.18 ;0.00983;0.59;0.0167;1;0.00789;0.0605;0.869;0.637;0.0389;0.0539;1.67;0;0;0;47;2300000;1.99;1.99;1;1;8.12;8.68;0.0639;0.682;0.667;0.00886;100;0;0;0;52;2300000;0.00154;0.631;0.00244;1;0.00424;0.00842;0.496;0.579;0.143;0.0498;0.244;0;0;0;55;2300000;
2017-5-4;9:53:29;0.65;1.91;0.34;1;8.46;8.87;0.0463;0.608;0.681;0.00655;0;0;4.28e+03;2.24e+03;2.19e+03;1.91;47.8;0.65;16.2;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.95;0.00587;0.594;0.00988;1;0.0132;0.0712;0.815;0.63;0.0546;0.0529;0;0;48;1.94;1.94;1;1;8.45;8.8;0.0401;0.607;0.693;0.00563;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.988;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.8;2.76 ;3.19 ;0.01;0.588;0.0171;1;0.00813;0.0613;0.867;0.636;0.0391;0.0535;1.71;0;0;0;48;2300000;1.94;1.94;1;1;8.45;8.8;0.0401;0.607;0.693;0.00563;100;0;0;0;52;2300000;0.00171;0.631;0.00271;1;0.00504;0.00987;0.489;0.582;0.153;0.0493;0.271;0;0;0;56;2300000;
2017-5-4;9:53:30;0.66;1.94;0.34;1;8.44;8.86;0.0482;0.629;0.679;0.0068;0;0;4.34e+03;2.24e+03;2.19e+03;1.94;48.5;0.66;16.5;0;-nan;0;34;0;0;0;0;0;0;0;53.5;5.97;0.00594;0.595;0.00999;1;0.0141;0.0723;0.804;0.63;0.0581;0.0526;0;0;48;1.97;1.97;1;1;8.42;8.79;0.042;0.629;0.691;0.00589;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.999;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.7;2.78 ;3.19 ;0.00986;0.59;0.0167;1;0.00759;0.0602;0.874;0.639;0.0373;0.0541;1.67;0;0;0;48;2300000;1.97;1.97;1;1;8.42;8.79;0.042;0.629;0.691;0.00589;100;0;0;0;54;2300000;0.00203;0.622;0.00326;1;0.00654;0.0121;0.459;0.574;0.164;0.0445;0.326;0;0;0;56;2300000;
2017-5-4;9:53:31;0.669;1.97;0.34;1;8.19;8.6;0.0472;0.635;0.66;0.00647;0;0;4.4e+03;2.24e+03;2.19e+03;1.97;49.2;0.669;16.7;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.97;0.00581;0.595;0.00977;1;0.0129;0.0709;0.817;0.627;0.0544;0.0534;0;0;49;2;2;1;1;8.18;8.53;0.0408;0.635;0.672;0.00555;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;0.977;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.6;2.77 ;3.19 ;0.00986;0.588;0.0167;1;0.00755;0.0605;0.875;0.638;0.037;0.0542;1.67;0;0;0;49;2300000;2;2;1;1;8.18;8.53;0.0408;0.635;0.672;0.00555;100;0;0;0;52;2300000;0.00176;0.631;0.00279;1;0.00541;0.0104;0.479;0.546;0.159;0.0485;0.279;0;0;0;55;2300000;
2017-5-4;9:53:32;0.657;1.93;0.34;1;8.4;8.82;0.0472;0.588;0.676;0.00663;0;0;4.32e+03;2.24e+03;2.19e+03;1.93;48.3;0.657;16.4;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.96;0.00599;0.595;0.0101;1;0.0153;0.0729;0.79;0.627;0.0623;0.052;0;0;48;1.96;1.96;1;1;8.38;8.74;0.041;0.588;0.688;0.00572;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.01;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.7;27.7;2.77 ;3.18 ;0.00993;0.589;0.0169;1;0.00864;0.0614;0.859;0.637;0.042;0.0539;1.69;0;0;0;48;2300000;1.96;1.96;1;1;8.38;8.74;0.041;0.588;0.688;0.00572;100;0;0;0;54;2300000;0.00206;0.62;0.00332;1;0.00663;0.0118;0.44;0.554;0.164;0.043;0.332;0;0;0;55;2300000;
2017-5-4;9:53:33;0.814;2.39;0.34;1;2.6;3.02;0.139;0.855;0.209;0.00669;0;0;5.36e+03;2.24e+03;2.19e+03;2.39;59.8;0.814;20.3;0;-nan;0;34;0;0;0;0;0;0;0;53.4;5.74;0.00594;0.581;0.0102;1;0.0142;0.127;0.888;0.488;0.0571;0.0936;0;0;48;2.43;2.43;1;1;2.58;2.89;0.106;0.859;0.212;0.00491;0;0;51;0;0;-2147483648%;-2147483648%;0;0;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;8.8e+12;8.8e+12;-2147483648%;-2147483648%;1.02;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;25.8;27.6;2.77 ;2.97 ;0.00175;0.591;0.00296;1;0.006;0.00991;0.394;0.552;0.167;0.04;0.296;0;0;0;48;2300000;2.43;2.43;1;1;2.58;2.89;0.106;0.859;0.212;0.00491;100;0;0;0;53;2300000;0.0101;0.581;0.0174;1;0.00824;0.116;0.929;0.482;0.0388;0.103;1.74;0;0;0;55;2300000;
